county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
BECKHAM,PROPOSITION CITY OF ERICK,FOR THE PROPOSITION - YES,,50320,1,0,38,39,
BECKHAM,PROPOSITION CITY OF ERICK,AGAINST THE PROPOSITION - NO,,50320,0,0,34,34,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80012,1,2,8,11,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80012,2,0,0,2,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80022,4,1,16,21,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80022,2,0,5,7,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80031,1,6,20,27,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80031,0,1,2,3,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80041,5,9,35,49,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80041,2,0,1,3,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80051,2,11,77,90,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80051,2,2,4,8,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80102,5,1,92,98,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80102,7,0,4,11,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80509,3,0,24,27,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80509,0,0,2,2,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80510,1,0,56,57,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80510,1,0,3,4,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80511,4,1,105,110,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80511,0,0,11,11,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80712,0,2,81,83,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80712,1,0,1,2,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80715,2,0,8,10,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80715,0,0,1,1,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80810,5,0,23,28,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80810,0,0,1,1,
CADDO,PROPOSITION TOWN OF GRACEMONT,FOR THE PROPOSITION - YES,,80810,0,0,5,5,
CADDO,PROPOSITION TOWN OF GRACEMONT,AGAINST THE PROPOSITION - NO,,80810,0,0,1,1,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80811,2,2,47,51,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80811,1,0,3,4,
CADDO,PROPOSITION TOWN OF GRACEMONT,FOR THE PROPOSITION - YES,,80811,0,1,25,26,
CADDO,PROPOSITION TOWN OF GRACEMONT,AGAINST THE PROPOSITION - NO,,80811,0,0,1,1,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,80812,2,1,26,29,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,80812,1,0,0,1,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,81009,1,4,29,34,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,81009,0,0,2,2,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,81010,1,1,44,46,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,81010,1,0,0,1,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,81011,1,0,40,41,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,81011,1,0,6,7,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,81013,4,1,29,34,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,81013,6,0,1,7,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,81111,3,0,80,83,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,81111,1,0,1,2,
CADDO,COUNTY QUESTION,FOR THE PROPOSITION - YES,,81213,1,0,17,18,
CADDO,COUNTY QUESTION,AGAINST THE PROPOSITION - NO,,81213,0,0,0,0,
COMANCHE,PROPOSITION TOWN OF MEDICINE PARK,FOR THE PROPOSITION - YES,,160036,2,5,68,75,
COMANCHE,PROPOSITION TOWN OF MEDICINE PARK,AGAINST THE PROPOSITION - NO,,160036,2,2,45,49,
COMANCHE,PROPOSITION TOWN OF MEDICINE PARK,FOR THE PROPOSITION - YES,,160051,0,0,0,0,
COMANCHE,PROPOSITION TOWN OF MEDICINE PARK,AGAINST THE PROPOSITION - NO,,160051,0,0,0,0,
