county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
ALFALFA,PROPOSITION NO. 1 TOWN OF ALINE,FOR THE PROPOSITION - YES,,20230,2,0,11,13,PROPOSITION NO. 1 TOWN OF ALINE
ALFALFA,PROPOSITION NO. 1 TOWN OF ALINE,AGAINST THE PROPOSITION - NO,,20230,0,0,0,0,PROPOSITION NO. 1 TOWN OF ALINE
ALFALFA,PROPOSITION NO. 2 TOWN OF ALINE,FOR THE PROPOSITION - YES,,20230,2,0,11,13,PROPOSITION NO. 2 TOWN OF ALINE
ALFALFA,PROPOSITION NO. 2 TOWN OF ALINE,AGAINST THE PROPOSITION - NO,,20230,0,0,0,0,PROPOSITION NO. 2 TOWN OF ALINE
BECKHAM,PROPOSITION CITY OF ELK CITY,FOR THE PROPOSITION - YES,,50141,4,0,34,38,
BECKHAM,PROPOSITION CITY OF ELK CITY,AGAINST THE PROPOSITION - NO,,50141,2,0,2,4,
BECKHAM,PROPOSITION CITY OF ELK CITY,FOR THE PROPOSITION - YES,,50231,1,0,2,3,
BECKHAM,PROPOSITION CITY OF ELK CITY,AGAINST THE PROPOSITION - NO,,50231,0,0,3,3,
BECKHAM,PROPOSITION CITY OF ELK CITY,FOR THE PROPOSITION - YES,,50232,0,0,2,2,
BECKHAM,PROPOSITION CITY OF ELK CITY,AGAINST THE PROPOSITION - NO,,50232,0,0,0,0,
BECKHAM,PROPOSITION CITY OF ELK CITY,FOR THE PROPOSITION - YES,,50235,2,1,45,48,
BECKHAM,PROPOSITION CITY OF ELK CITY,AGAINST THE PROPOSITION - NO,,50235,1,0,9,10,
BECKHAM,PROPOSITION BECKHAM COUNTY (EMS),FOR THE PROPOSITION - YES,,50242,0,0,3,3,
BECKHAM,PROPOSITION BECKHAM COUNTY (EMS),AGAINST THE PROPOSITION - NO,,50242,0,0,2,2,
BECKHAM,PROPOSITION CITY OF ELK CITY,FOR THE PROPOSITION - YES,,50330,0,0,1,1,
BECKHAM,PROPOSITION CITY OF ELK CITY,AGAINST THE PROPOSITION - NO,,50330,0,0,1,1,
BECKHAM,PROPOSITION CITY OF ELK CITY,FOR THE PROPOSITION - YES,,50332,5,0,46,51,
BECKHAM,PROPOSITION CITY OF ELK CITY,AGAINST THE PROPOSITION - NO,,50332,0,0,2,2,
BECKHAM,PROPOSITION CITY OF ELK CITY,FOR THE PROPOSITION - YES,,50333,7,1,40,48,
BECKHAM,PROPOSITION CITY OF ELK CITY,AGAINST THE PROPOSITION - NO,,50333,1,0,3,4,
CANADIAN,State Senator,PAUL ROSINO,Republican,90211,4,1,54,59,45
CANADIAN,State Senator,STEVEN VINCENT,Democratic,90211,2,2,38,42,45
CANADIAN,State Senator,PAUL ROSINO,Republican,90215,4,0,96,100,45
CANADIAN,State Senator,STEVEN VINCENT,Democratic,90215,6,0,100,106,45
CANADIAN,State Senator,PAUL ROSINO,Republican,90221,5,0,41,46,45
CANADIAN,State Senator,STEVEN VINCENT,Democratic,90221,6,2,86,94,45
