county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
ATOKA,PROPOSITION STRINGTOWN PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,30013,1,3,110,114,
ATOKA,PROPOSITION STRINGTOWN PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,30013,0,4,54,58,
ATOKA,PROPOSITION STRINGTOWN PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,30014,0,1,31,32,
ATOKA,PROPOSITION STRINGTOWN PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,30014,0,2,19,21,
ATOKA,PROPOSITION STRINGTOWN PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,30019,0,0,7,7,
ATOKA,PROPOSITION STRINGTOWN PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,30019,0,1,9,10,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90201,0,2,16,18,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90201,2,0,61,63,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90204,4,0,99,103,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90204,8,3,240,251,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90206,3,0,58,61,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90206,5,0,238,243,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90208,0,0,102,102,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90208,13,3,310,326,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90209,0,0,4,4,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90209,0,0,5,5,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90210,4,0,104,108,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90210,2,2,168,172,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90211,0,0,0,0,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90211,0,0,0,0,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90214,4,0,100,104,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90214,13,2,339,354,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90216,8,4,184,196,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90216,13,7,381,401,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90217,0,0,0,0,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90217,0,0,0,0,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90218,1,0,83,84,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90218,4,2,262,268,
CANADIAN,PROPOSITION CITY OF YUKON,FOR THE PROPOSITION - YES,,90220,5,2,107,114,
CANADIAN,PROPOSITION CITY OF YUKON,AGAINST THE PROPOSITION - NO,,90220,7,2,357,366,
CHOCTAW,PROPOSITION TOWN OF FORT TOWSON,FOR THE PROPOSITION - YES,,120320,0,0,0,0,
CHOCTAW,PROPOSITION TOWN OF FORT TOWSON,AGAINST THE PROPOSITION - NO,,120320,0,0,0,0,
CHOCTAW,PROPOSITION TOWN OF FORT TOWSON,FOR THE PROPOSITION - YES,,120321,4,2,59,65,
CHOCTAW,PROPOSITION TOWN OF FORT TOWSON,AGAINST THE PROPOSITION - NO,,120321,0,0,1,1,
CLEVELAND,PROPOSITION NO. 1 NOBLE PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,140029,5,1,269,275,PROPOSITION NO. 1 NOBLE PUBLIC SCHOOLS
CLEVELAND,PROPOSITION NO. 1 NOBLE PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,140029,11,1,101,113,PROPOSITION NO. 1 NOBLE PUBLIC SCHOOLS
CLEVELAND,PROPOSITION NO. 2 NOBLE PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,140029,5,1,292,298,PROPOSITION NO. 2 NOBLE PUBLIC SCHOOLS
CLEVELAND,PROPOSITION NO. 2 NOBLE PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,140029,11,1,79,91,PROPOSITION NO. 2 NOBLE PUBLIC SCHOOLS
CLEVELAND,PROPOSITION NO. 1 NOBLE PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,140038,0,0,71,71,PROPOSITION NO. 1 NOBLE PUBLIC SCHOOLS
CLEVELAND,PROPOSITION NO. 1 NOBLE PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,140038,5,0,37,42,PROPOSITION NO. 1 NOBLE PUBLIC SCHOOLS
CLEVELAND,PROPOSITION NO. 2 NOBLE PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,140038,0,0,77,77,PROPOSITION NO. 2 NOBLE PUBLIC SCHOOLS
CLEVELAND,PROPOSITION NO. 2 NOBLE PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,140038,5,0,32,37,PROPOSITION NO. 2 NOBLE PUBLIC SCHOOLS
