county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
ALFALFA,PROPOSITION CHEROKEE PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,20140,1,28,115,144,
ALFALFA,PROPOSITION CHEROKEE PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,20140,0,6,45,51,
ALFALFA,PROPOSITION CHEROKEE PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,20220,3,34,99,136,
ALFALFA,PROPOSITION CHEROKEE PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,20220,6,8,71,85,
ALFALFA,PROPOSITION CHEROKEE PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,20230,0,0,1,1,
ALFALFA,PROPOSITION CHEROKEE PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,20230,0,0,0,0,
ALFALFA,PROPOSITION CHEROKEE PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,20330,0,1,0,1,
ALFALFA,PROPOSITION CHEROKEE PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,20330,0,0,3,3,
BLAINE,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HITCHCOCK,ROBERT GESHEL,,60012,1,0,6,7,
BLAINE,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HITCHCOCK,MERADITH HURSH NORRIS,,60012,0,0,19,19,
BLAINE,BOARD OF TRUSTEES (UNEXPIRED TERM) TOWN OF HITCHCOCK,KAREN BIERS,,60012,1,0,13,14,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,70008,0,0,0,0,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,70008,0,0,0,0,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,70021,1,8,101,110,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,70021,0,1,74,75,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,70025,3,4,195,202,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,70025,3,3,84,90,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,70026,0,0,2,2,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,70026,0,0,0,0,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,70027,0,0,1,1,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,70027,0,0,1,1,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,70028,0,8,251,259,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,70028,0,6,98,104,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,70033,3,19,203,225,
BRYAN,PROPOSITION SILO PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,70033,3,4,132,139,
CADDO,PROPOSITION TOWN OF CEMENT,FOR THE PROPOSITION - YES,,80509,0,0,20,20,
CADDO,PROPOSITION TOWN OF CEMENT,AGAINST THE PROPOSITION - NO,,80509,0,0,1,1,
CANADIAN,PROPOSITION NO. 1 (STREETS) CITY OF OKLAHOMA CITY,FOR THE PROPOSITION - YES,,90200,21,1,588,610,PROPOSITION NO. 1 (STREETS) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 1 (STREETS) CITY OF OKLAHOMA CITY,AGAINST THE PROPOSITION - NO,,90200,8,0,146,154,PROPOSITION NO. 1 (STREETS) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 2 (BRIDGES) CITY OF OKLAHOMA CITY,FOR THE PROPOSITION - YES,,90200,20,1,591,612,PROPOSITION NO. 2 (BRIDGES) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 2 (BRIDGES) CITY OF OKLAHOMA CITY,AGAINST THE PROPOSITION - NO,,90200,9,0,143,152,PROPOSITION NO. 2 (BRIDGES) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 3 (TRAFFIC CONTROL SYSTEM) CITY OF OKLAHOMA CITY,FOR THE PROPOSITION - YES,,90200,16,1,507,524,PROPOSITION NO. 3 (TRAFFIC CONTROL SYSTEM) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 3 (TRAFFIC CONTROL SYSTEM) CITY OF OKLAHOMA CITY,AGAINST THE PROPOSITION - NO,,90200,13,0,222,235,PROPOSITION NO. 3 (TRAFFIC CONTROL SYSTEM) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 4 (ECONOMIC AND COMMUNITY DEVELOPMENT INCLUDING JOB CREATION PROGRAMS) CITY OF OKLA,FOR THE PROPOSITION - YES,,90200,17,0,425,442,PROPOSITION NO. 4 (ECONOMIC AND COMMUNITY DEVELOPMENT INCLUDING JOB CREATION PROGRAMS) CITY OF OKLA
CANADIAN,PROPOSITION NO. 4 (ECONOMIC AND COMMUNITY DEVELOPMENT INCLUDING JOB CREATION PROGRAMS) CITY OF OKLA,AGAINST THE PROPOSITION - NO,,90200,12,1,294,307,PROPOSITION NO. 4 (ECONOMIC AND COMMUNITY DEVELOPMENT INCLUDING JOB CREATION PROGRAMS) CITY OF OKLA
CANADIAN,PROPOSITION NO. 5 (PARKS AND RECREATIONAL FACILITIES) CITY OF OKLAHOMA CITY,FOR THE PROPOSITION - YES,,90200,14,1,462,477,PROPOSITION NO. 5 (PARKS AND RECREATIONAL FACILITIES) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 5 (PARKS AND RECREATIONAL FACILITIES) CITY OF OKLAHOMA CITY,AGAINST THE PROPOSITION - NO,,90200,15,0,250,265,PROPOSITION NO. 5 (PARKS AND RECREATIONAL FACILITIES) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 6 (LIBRARIES) CITY OF OKLAHOMA CITY,FOR THE PROPOSITION - YES,,90200,12,1,458,471,PROPOSITION NO. 6 (LIBRARIES) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 6 (LIBRARIES) CITY OF OKLAHOMA CITY,AGAINST THE PROPOSITION - NO,,90200,17,0,268,285,PROPOSITION NO. 6 (LIBRARIES) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 7 (CIVIC CENTER COMPLEX) CITY OF OKLAHOMA CITY,FOR THE PROPOSITION - YES,,90200,11,0,391,402,PROPOSITION NO. 7 (CIVIC CENTER COMPLEX) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 7 (CIVIC CENTER COMPLEX) CITY OF OKLAHOMA CITY,AGAINST THE PROPOSITION - NO,,90200,17,1,335,353,PROPOSITION NO. 7 (CIVIC CENTER COMPLEX) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 8 (TRANSIT) CITY OF OKLAHOMA CITY,FOR THE PROPOSITION - YES,,90200,20,0,441,461,PROPOSITION NO. 8 (TRANSIT) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 8 (TRANSIT) CITY OF OKLAHOMA CITY,AGAINST THE PROPOSITION - NO,,90200,9,1,285,295,PROPOSITION NO. 8 (TRANSIT) CITY OF OKLAHOMA CITY
CANADIAN,PROPOSITION NO. 9 (CENTRAL MAINTENANCE FACILITIES COMPLEX) CITY OF OKLAHOMA CITY,FOR THE PROPOSITION - YES,,90200,14,0,443,457,PROPOSITION NO. 9 (CENTRAL MAINTENANCE FACILITIES COMPLEX) CITY OF OKLAHOMA CITY
