county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
ADAIR,OFFICE NO. 3 DAHLONEGAH PUBLIC SCHOOL,CLARISSA WOFFORD,,10001,12,8,84,104,OFFICE NO. 3 DAHLONEGAH PUBLIC SCHOOL
ADAIR,OFFICE NO. 3 DAHLONEGAH PUBLIC SCHOOL,KENNY LIMORE JR,,10001,14,2,16,32,OFFICE NO. 3 DAHLONEGAH PUBLIC SCHOOL
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,TOM STILES,,10001,13,3,78,94,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,RAY KIRK,,10001,6,6,26,38,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,TOM STILES,,10002,0,0,10,10,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,RAY KIRK,,10002,0,0,1,1,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,TOM STILES,,10003,0,0,0,0,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,RAY KIRK,,10003,0,0,7,7,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,TOM STILES,,10004,0,0,6,6,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,RAY KIRK,,10004,0,0,1,1,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,TOM STILES,,10005,0,0,4,4,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,RAY KIRK,,10005,0,1,4,5,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
ADAIR,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER,TOM STILES,,10006,0,0,3,3,OFFICE NO. 2 INDIAN CAPITAL TECH CENTER
