county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
CADDO,PROPOSITION NO. 1 CYRIL PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,80509,0,0,1,1,PROPOSITION NO. 1 CYRIL PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 1 CYRIL PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,80509,0,0,1,1,PROPOSITION NO. 1 CYRIL PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 CYRIL PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,80509,0,0,1,1,PROPOSITION NO. 2 CYRIL PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 CYRIL PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,80509,0,0,1,1,PROPOSITION NO. 2 CYRIL PUBLIC SCHOOLS
CADDO,PROPOSITION TOWN OF CYRIL,FOR THE PROPOSITION - YES,,80510,2,0,85,87,
CADDO,PROPOSITION TOWN OF CYRIL,AGAINST THE PROPOSITION - NO,,80510,0,0,1,1,
CADDO,PROPOSITION NO. 1 CYRIL PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,80510,2,0,103,105,PROPOSITION NO. 1 CYRIL PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 1 CYRIL PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,80510,0,0,13,13,PROPOSITION NO. 1 CYRIL PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 CYRIL PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,80510,2,0,103,105,PROPOSITION NO. 2 CYRIL PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 CYRIL PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,80510,0,0,12,12,PROPOSITION NO. 2 CYRIL PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 1 GRACEMONT PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,80810,0,1,15,16,PROPOSITION NO. 1 GRACEMONT PUBLIC SCHOOLS
