county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
CANADIAN,State Senator,JOE GRIFFIN,Republican,90224,2,0,69,71,44
CANADIAN,State Senator,MICHAEL BROOKS,Democratic,90224,3,0,51,54,44
CANADIAN,State Senator,JOE GRIFFIN,Republican,90225,6,0,110,116,44
CANADIAN,State Senator,MICHAEL BROOKS,Democratic,90225,5,0,115,120,44
CANADIAN,State Senator,JOE GRIFFIN,Republican,90227,22,2,211,235,44
CANADIAN,State Senator,MICHAEL BROOKS,Democratic,90227,10,3,189,202,44
CANADIAN,State Senator,JOE GRIFFIN,Republican,90228,1,0,8,9,44
CANADIAN,State Senator,MICHAEL BROOKS,Democratic,90228,0,0,20,20,44
CLEVELAND,State Representative,CHARLIE SAMPLES,Republican,140027,8,6,72,86,46
CLEVELAND,State Representative,DARIN CHAMBERS,Republican,140027,31,5,124,160,46
CLEVELAND,State Representative,JIMMY SHANNON,Republican,140027,0,0,5,5,46
CLEVELAND,State Representative,CHARLIE SAMPLES,Republican,140035,3,0,46,49,46
CLEVELAND,State Representative,DARIN CHAMBERS,Republican,140035,2,0,50,52,46
CLEVELAND,State Representative,JIMMY SHANNON,Republican,140035,0,0,12,12,46
CLEVELAND,State Representative,CHARLIE SAMPLES,Republican,140039,5,0,33,38,46
CLEVELAND,State Representative,DARIN CHAMBERS,Republican,140039,2,2,43,47,46
CLEVELAND,State Representative,JIMMY SHANNON,Republican,140039,1,2,4,7,46
CLEVELAND,State Representative,CHARLIE SAMPLES,Republican,140053,2,3,85,90,46
CLEVELAND,State Representative,DARIN CHAMBERS,Republican,140053,30,7,100,137,46
CLEVELAND,State Representative,JIMMY SHANNON,Republican,140053,2,2,8,12,46
CLEVELAND,State Representative,CHARLIE SAMPLES,Republican,140057,4,0,32,36,46
CLEVELAND,State Representative,DARIN CHAMBERS,Republican,140057,4,0,68,72,46
CLEVELAND,State Representative,JIMMY SHANNON,Republican,140057,1,0,6,7,46
