county,office,candidate,party,precinct,mail_votes,early_votes,elec_day_votes,votes,district
BECKHAM,PROPOSITION ERICK PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,50115,4,0,0,4,
BECKHAM,PROPOSITION ERICK PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,50115,0,2,0,2,
BECKHAM,PROPOSITION ERICK PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,50320,1,0,72,73,
BECKHAM,PROPOSITION ERICK PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,50320,1,0,10,11,
CADDO,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,80812,0,0,4,4,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,80812,0,0,0,0,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,80812,0,0,4,4,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,80812,0,0,0,0,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,81010,0,0,1,1,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,81010,0,0,0,0,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,81010,0,0,1,1,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,81010,0,0,0,0,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,81011,0,0,77,77,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,81011,0,0,14,14,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,81011,0,0,75,75,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,81011,0,0,16,16,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,81111,0,0,0,0,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,81111,0,0,1,1,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,81111,0,0,0,0,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS
CADDO,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,81111,0,0,1,1,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS
CANADIAN,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,90403,0,0,0,0,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS
CANADIAN,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,90403,0,0,0,0,PROPOSITION NO. 1 LOOKEBA-SICKLES PUBLIC SCHOOLS
CANADIAN,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,90403,0,0,0,0,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS
CANADIAN,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,90403,0,0,0,0,PROPOSITION NO. 2 LOOKEBA-SICKLES PUBLIC SCHOOLS
COMANCHE,PROPOSITION NO. 1 CHATTANOOGA PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,160041,0,0,0,0,PROPOSITION NO. 1 CHATTANOOGA PUBLIC SCHOOLS
COMANCHE,PROPOSITION NO. 1 CHATTANOOGA PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,160041,0,0,1,1,PROPOSITION NO. 1 CHATTANOOGA PUBLIC SCHOOLS
COMANCHE,PROPOSITION NO. 2 CHATTANOOGA PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,160041,0,0,0,0,PROPOSITION NO. 2 CHATTANOOGA PUBLIC SCHOOLS
COMANCHE,PROPOSITION NO. 2 CHATTANOOGA PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,160041,0,0,1,1,PROPOSITION NO. 2 CHATTANOOGA PUBLIC SCHOOLS
COMANCHE,PROPOSITION NO. 1 CHATTANOOGA PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,160045,0,0,6,6,PROPOSITION NO. 1 CHATTANOOGA PUBLIC SCHOOLS
COMANCHE,PROPOSITION NO. 1 CHATTANOOGA PUBLIC SCHOOLS,AGAINST THE PROPOSITION - NO,,160045,0,0,2,2,PROPOSITION NO. 1 CHATTANOOGA PUBLIC SCHOOLS
COMANCHE,PROPOSITION NO. 2 CHATTANOOGA PUBLIC SCHOOLS,FOR THE PROPOSITION - YES,,160045,0,0,6,6,PROPOSITION NO. 2 CHATTANOOGA PUBLIC SCHOOLS
